title,url,summary,top_tag,middle_tags
ポケモン物理数学〜Ⅰ.お金の使い方　Ⅱ.ポケカ必勝法〜【リモポケ学会#5】,https://www.youtube.com/watch?v=l-hp3eDogXI,このプレゼンテーションでは、ポケモンの物理数学とお金の使い方について説明されています。具体的には、ポケモンのアイテムの価格や利益について紹介され、整数計画法を用いて効率的な購入方法が示されました。また、ポケモンの回復アイテムの購入傾向の問題点やポケモンカードゲームにおける必勝法についても取り上げられています。さらに、コイントスの結果を予測する方法やポケモンカードの勝利のための重要な要素についても議論されました。プレゼンテーションの最後には、次のプレゼンの予告も行われました。ポケモンの対戦においては、パーティー構成の考え方が重要であり、異なる視点でのアプローチが紹介されました。,技術・研究,"['#ポケモン物理数学', '#ポケモン戦略', '#ポケモンカードゲーム']"
ポケモン物理数学〜宇宙とは何処か？サーナイト・ウルトラワープライド仮説の提唱〜【リモポケ学会#6】,https://www.youtube.com/watch?v=tdwz7AoXaFg,このプレゼンテーションでは、ポケモンの物理数学や宇宙に関する話題が取り上げられています。ブラッキーさんがウルトラワープライド仮説を提唱し、その原理について説明しています。また、ポケモンの中でもサーナイトがブラックホールを作り出せる能力を持っていることや、ブラックホールの物理学についても解説されています。さらに、シュワルツシルト半径や重力の概念についても触れられています。プレゼンテーションでは、ブラックホールとウルトラワープライドについて詳しく説明されています。また、ウルトラワープに関してはワームホール理論が考案され、ウルトラホールとも関連していることが説明されています。ただし、ワームホールの存在や通過の可否には疑問があります。最後には、ウルトラホールがブラックホールの性質を持つ可能性があり、異世界への到着については現代の科学では解析できないとされています。ただし、このプレゼンテーションはエンターテイメントであり、科学的根拠はないことを強調しています。全体として、ポケモンと宇宙の関係について興味深いプレゼンテーションでした。また、ポケモンの世界と宇宙の関係について考察し、パラレルワールドやマルチバースの概念を取り入れながら、ポケモンが存在する宇宙と存在しない宇宙の可能性を探っています。ウルトラホールやブラックホールを通ることで時間や記憶がどのように影響を受けるのかについても考えています。ただし、これらの仮説や理論は科学的な根拠がないため、エンターテイメントとして楽しんでいただければという趣旨です。最後には、次のプレゼンテーションの説明が行われ、その人物がポケモン界隈に大きな影響を与えたことが紹介されます。このプレゼンテーションを通じて、その人物を理解する一端を得ることが目的です。,技術・研究,"['#ポケモン物理数学', '#ウルトラワープライド仮説', '#ポケモン世界観']"
ポケモン物理数学～アイアンとクイタランの捕食・被食関係～【リモポケ学会#2】,https://www.youtube.com/watch?v=mxfyjH3oWSA,このプレゼンテーションでは、ポケモンの物理数学や生物サイクルについて説明されています。船型と非線形の概念を用いてポケモンのモデリングが行われ、非線形方程式の扱いに焦点が当てられました。さらに、ポケモンのタイプ相性や捕食関係、修正ロトカヴォルテラモデルなども説明されました。モデルを用いたシミュレーション結果から、ポケモンの数は一方が絶滅しない限り、自然なサイクルを繰り返すことがわかりました。また、ポケモンの世界を例に取りながら、生物のサイクルや捕食関係について説明され、人間の行動がポケモンのサイクルに影響を与えることや、生物のバランスが崩れると絶滅の可能性があることが示されました。最後に、ポケモンに関する物理数学と食物連鎖の関係について説明され、学んだ知識が実生活に役立つ可能性があることが強調されました。,技術・研究,"['#ポケモン物理数学', '#ポケモンの生態学', '#ポケモンと人間の関係']"
ポニータ石井から見るポケモンカードプロモーション近代史【リモポケ学会#5】,https://www.youtube.com/watch?v=-eXsZ24oTTI,このプレゼンテーションでは、ポケモンカードチャンネルとポニータ石井の活動について話されています。ポケモンカードチャンネルは公式チャンネルで、最新情報や対戦動画、商品紹介、公式大会の配信など幅広いコンテンツを提供しています。ポニータ石井はポケカの伝道師として活動し、ポケモンカードチャンネルを支え、ポケカの普及に貢献してきました。ポニータ石井Cはポケモンのルールソングを歌い続けており、ポケモン公式のチャンネルで最も長く活動しています。彼の動画には独特のユーモアやセンスがあり、初期メンバーの孤独感も魅力の一つとして取り上げられています。ポニータ石井の活動や成長、海外での人気、イベントの紹介などがプレゼンテーションの要点として紹介されました。ポケモンカードチャンネルはポケカ界において重要な存在であり、ポケモンカードの情報を発信するためにYouTubeを活用しています。ポニータ石井の動画は初心者にもおすすめであり、ポケカ女子育成委員会などの動画が特に人気です。彼の活動はポケモンカードの発展に貢献しており、ポケカ界における重要な存在となっています。また、プレゼンテーションではポニータについての話題やポケモンカードチャンネルの人気、二次創作文化についても触れられました。,商品・経済,"['#ポケモンカードゲーム', '#ポケモンイベント', '#ポケモンカードチャンネル', '#ポニータ石井']"
マスダアワードを振り返る【リモポケ学会#5】,https://www.youtube.com/watch?v=0a1dDsPtidA,このプレゼンテーションは、ポケモンのファンイベント「増田ワード」についての振り返りであり、増田純一氏についての説明から始まります。増田ワードの歴史や内容、参加者のコメントなどが紹介され、イベントの画像や様子も紹介されます。プレゼンテーションの目的は、増田ワードの魅力や楽しさを伝えることです。また、ポケモン関係者の興味深い一面やポケモンに関するエピソードや写真も紹介されます。さらに、2015年から2017年までのポケモンに関する出来事や情報が紹介され、ポケモンに関するさまざまな話題が取り上げられます。最後には、2023年には3DSのダウンロード専用ソフトが購入できなくなることが発表され、質疑応答では海外でのポケモンの人気や画像の使用についても話し合われます。,ポケモン文化・社会,"['#増田純一（ポケモンのクリエイター）', '#ポケモンイベント', '#増田ワード', '#ポケモン情報']"
むしタイプの特異性【リモポケ学会#5】,https://www.youtube.com/watch?v=QiljgtSgfiA,このプレゼンテーションでは、虫タイプのポケモンに焦点を当て、その特異性や分類について説明されました。虫タイプは生物学的な分類に基づいており、ほぼ全てが虫のモチーフを持っています。他のタイプやグループと比べても、虫タイプの特徴や分類は一致していることが多いですが、最近のポケモンでは例外も増えており、タイプの法則も変化してきています。また、伝説のポケモンや虫タイプの変遷についても話され、第9世代の変化も期待されています。さらに、ポケモンのデザインの変化や新しいタイプの提案についても考えられ、次のプレゼンテーションではパラス族に焦点を当てた内容が期待されました。,ポケモンの進化・生態,"['#虫タイプポケモン', '#ポケモンの進化', '#伝説のポケモン', '#ポケモンデザイン']"
ヤルカ！ポケカ【リモポケ学会#5】,https://www.youtube.com/watch?v=DaP8DB3q7mw,"ポケモンに関するプレゼンテーションの要点をまとめると、以下のようになります。

ポケモンは、1996年にゲームとして初めて発売され、その後アニメやトレーディングカードゲームなどのメディア展開も行われてきました。ポケモンは、架空の生物であるポケモンを捕まえて育て、トレーナー同士がバトルを行うというコンセプトで人気を集めています。

ポケモンの特徴的な要素として、ポケモンの種類が800種類以上存在し、それぞれが異なる特性や技を持っています。また、ポケモンは進化することができ、進化することでより強力な姿や能力を得ることができます。

ポケモンは、子供から大人まで幅広い層に人気があります。その理由として、ポケモンは可愛らしいデザインやキャラクター性があり、また、ゲームの進行やバトルの戦略性も楽しめるという点が挙げられます。

ポケモンは、単なるゲームやエンターテイメントだけでなく、教育的な要素も持っています。ポケモンを通じて、子供たちは友情や努力、チームワークなどの価値観を学ぶことができます。

ポケモンは、世界中で大きな社会現象となっており、様々なイベントや大会も開催されています。また、ポケモンは地域活性化や観光振興にも貢献しており、地域との連携も重要な要素となっています。

以上のように、ポケモンは多くの人々に愛されるゲームであり、その魅力は単なるエンターテイメントにとどまらず、教育や社会貢献にも繋がっています。",基本情報,"['#ポケモンの歴史', '#ポケモン図鑑', '#ポケモンの特性', '#ポケモンデザイン']"
リージョンフォームを生物マニアが曲解してみる&amp;リージョンフォームを実在生物で探してみよう【リモポケ学会#2】,https://www.youtube.com/watch?v=R2ikJnHC_80,このプレゼンテーションでは、ポケモンのリージョンフォームとリージョンホーム、進化、性的二型について解説されています。リージョンフォームは同じ種族内で姿が異なるポケモンであり、環境によって決まるもので遺伝ではなく、元に戻ることはありません。また、地理的な隔離や環境の類似性によっても生じることがあります。リージョンホームはポケモンの姿や性質が環境要因によって決まる地域のことで、具体的な例も紹介されました。進化やリージョンホームによってポケモンの姿が変わることや、実在生物との比較を通じてポケモンの面白さを理解することが目的でした。また、性的二型についても説明があり、オスとメスのポケモンの外見や色が異なることが指されました。プレゼンテーションの最後には質問が示唆されましたが、時間の都合で切り上げられました。,ポケモンの進化・生態,"['#リージョンフォーム', '#リージョンホーム', '#ポケモンの進化', '#ポケモンの生態学']"
リモート&#39;2まいがいポケモン&#39;学会【リモポケ学会#6】,https://www.youtube.com/watch?v=ppXO8gJf7es,このプレゼンテーションでは、ポケモンのシェルダーについての考察やポケモンのデザインに関する話題が取り上げられました。シェルダーが二枚貝なのかどうかについての議論や、ポケモンの毒についての説明、ポケモンのデザインにおける生物学的な要素の取り入れ方などが話されました。また、ポケモンに興味を持つ人には本を読むことや実際に観察することが大切であると言及されました。質疑応答の時間では、参加者からの質問にも答えられました。全体として、ポケモンに関する興味深い話が展開されました。,技術・研究,"['#ポケモンデザイン', '#ポケモンの生態学', '#ポケモン学会']"
確率・統計でキンセツゲームコーナーを徹底分析 ～最適な立ち回りを検証～【リモポケ学会#4】,https://www.youtube.com/watch?v=ZvCTfQEbJG0,このプレゼンテーションでは、ポケモンのゲームコーナーについての分析が行われました。ゲームコーナーではポケモンや道具をコインで交換することができ、スロットマシンの攻略方法や出玉率も検証されました。さらに、期待値を用いてギャンブルを評価する方法も紹介されました。具体的な検証にはポケットモンスターエメラルドのromデータやエミュレーターが使用され、ルーレットやスロットの効率的な立ち回り方や利益を評価する方法が計算されました。また、コイン増加方法やスロットの遊び方、あたり台の特徴についても説明され、スロットマシンに関する検証結果も述べられました。さらに、ポケモンのゲーム内での理論値と実装値の差についても話し合われました。プレゼンテーションの終了後には座談会が行われ、コメントが拾われる予定です。,技術・研究,"['#ポケモン物理数学', '#ポケモン統計学', '#ゲームコーナー', '#期待値']"
寄生？共生？パラス族とキノコ【リモポケ学会#5】,https://www.youtube.com/watch?v=acVJTe5Azk4,このプレゼンテーションでは、ポケモンのキノコに関する情報が紹介されました。パラスの背中に生えているキノコについての議論や、キノコと虫の関係性についての説明がありました。さらに、ポケモンのキノコの種類や形態、パラスとキノコの関係についても詳しく解説されました。また、キノコポケモンの分布や生態、進化や繁殖に関する質問にも回答がありました。このプレゼンテーションは、ポケモンのキノコに関する興味深い情報を提供し、キノコの形態や生態について理解を深めることができる内容でした。また、将来のポケモン作品で新しいキノコモチーフのポケモンが登場する可能性も示唆されました。,ポケモンの進化・生態,"['#ポケモンの生態学', '#ポケモンの進化', '#キノコポケモン']"
剣盾ダブルとWCSの魅力【リモポケ学会ex】,https://www.youtube.com/watch?v=yPwkO-y0rdQ,このプレゼンテーションでは、ポケモンのダブルバトルの魅力やポケモンの大会であるwcsの魅力が紹介されています。ダブルバトルでは、複数のポケモンを使って戦うことで、コンボや全体攻撃技などの戦術が可能になります。また、選択肢の多さや読み合い心理戦など、駆け引きの要素も楽しめます。パーティ構築による自己表現や珍しいポケモンの活躍も魅力の一つです。wcsでは、世界一を決める大会の盛り上がりや環境上でのポケモンの発掘などが楽しめます。参加者は楽しめる夢の舞台であり、世界大会に参加するための大きな理由となっています。会場は広く、演出やデザインもハイクオリティで、上位入賞者には賞金や副賞が与えられます。海外勢との国際交流もあり、英語が苦手でもコミュニケーションが取れます。試合観戦も面白く、生で見ることで熱気や盛り上がりを感じることができます。サブイベントや物販もあり、有名人とも会えるチャンスもあります。ルールや環境についての予備知識も提供されます。プレゼンテーションでは、ポケモンに関する情報が紹介されています。イベルタルや伝説ポケモン同士のバトル、美容3という形式のバトルについても説明されています。世界チャンピオンや注目のトレーナーたちも紹介されています。ポケモンに興味がある人にとって役立つ情報が詰まっています。発表者は、参加者に感謝の意を述べ、ポケモンの世界大会について話し、ダブルバトルとシングルバトルの違いや特定のポケモンの評価について説明しました。サイドチェンジや構築の作り方についても触れました。最後に、ポケモンのルールやバトルの楽しみ方について話し、参加者の質問にも答えました。構築や対戦の戦略についても話されており、初見殺し要素や汎用性、立ち回りやすさの重要性が強調されています。対戦相手の情報については、大まかな情報は公開されており、お互いがそれを把握した上で対戦する形式になっています。大会に参加する選手は体調管理や準備にも気を配る必要があります。プレゼンテーションの中でブログやTwitterの紹介もあり、参加者にフォローや応援を呼びかけています。,ポケモンというゲーム・その戦略,"['#ダブルバトル', '#WCS（ポケモン世界大会）', '#バトル戦略', '#ポケモン大会']"
幻のポケモンゲーム「ポケモン×〇〇を想像してみた！【リモポケ学会#1】,https://www.youtube.com/watch?v=ud1nJxgIOlE,このプレゼンテーションでは、ポケモンとファイアーエムブレムのコラボについて話されています。両者の共通点や違いを考えながら、もしも両者がコラボしたらどんなストーリーになるのかを想像しています。また、ポケモンの他のコラボ作品やポケモンの世界観についても触れられています。具体的には、ゲームのあらすじとゲームシステムについて説明されています。ストーリーは、特殊な力を持つ青年が革命軍と貴族連合軍の戦いに巻き込まれるというもので、ゲームシステムでは戦場がマス目状になっており、キャラクターを選んで移動させ、敵に接近して攻撃することができます。また、ポケモンと武器のどちらで戦うかを選ぶこともできます。プレゼンテーションでは、これらの要素やポケモンの独自の要素、キャラクターの先祖の登場などが紹介されています。また、ポケモンの世界やストーリーについての考察や、他のゲームやブランドとのコラボについての情報も話されています。プレゼンテーションは短めでしたが、ポケモンに興味のある方にとっては興味深い内容でした。,ポケモンに関する深い考察,"['#ポケモンの世界観', '#ポケモンコラボ']"
現実世界と仮想世界を繋ぐポケモンの未来【リモポケ学会#1】,https://www.youtube.com/watch?v=L85D1VMPAc0,"このプレゼンテーションでは、ポケモンの現実世界と仮想世界をつなぐ要素について説明されています。ポケモンは収集育成や交換対戦といった普遍的な仕組みがあり、これが人気の一因とされています。また、ポケモンは現実世界との関係性を通じて愛着や魅力を感じることができ、現実世界での体験や交流を促すコミュニケーションツールとして機能しています。さらに、ポケモンゴーなどのコンテンツやイベントも現実世界と仮想世界をつなぐ役割を果たしており、ポケモンが現実世界と仮想世界を豊かにする存在となっています。

また、プレゼンテーションでは、ポケモンと仮想世界の関係が今後大きく変化する可能性があることが述べられています。仮想世界の発展により、ポケモンコンテンツも大きく変わる可能性があります。さらに、仮想世界と現実世界の境界線がなくなり、ポケモンが現実に存在するような体験が実現するかもしれません。新しいポケモンの体験やイベントも期待されています。

プレゼンテーションでは、ポケモンのゲーム体験にはリアルなイベントや映画との関連性があり、プレイヤーにとって思い出深いものとなっています。特に過去作のポケモンを活用する仕組みやユニークな要素が話題となっています。具体的なエピソードや個人の思い入れも紹介されており、ポケモンの体験や楽しさを伝えるための要素も含まれています。

このプレゼンテーションを通じて、ポケモンが現実世界と仮想世界をつなぐ要素や関係性、そして今後のポケモンの可能性について理解することができます。",ポケモン文化・社会,"['#ポケモンと現実世界', '#ポケモンと仮想世界', '#ポケモンの未来']"
黒いリザードンの歴史【リモポケ学会#2】,https://www.youtube.com/watch?v=bt7xxu6Gv_A,このプレゼンテーションでは、色違いのポケモンである黒いリザードンについて詳しく説明されています。黒いリザードンの登場シリーズや変化、生まれた経緯やデザインの意図について推測されています。さらに、リザードンの歴史や色違いの個体差、魅力やニックネームによる色変化についても触れられています。プレゼンテーションでは、ポケモンの魅力や連動の楽しさ、カレーペーションについても話され、参加者にポケモンの魅力を伝えることを目的としています。,ポケモンの進化・生態,"['#色違いポケモン', '#リザードン', '#ポケモンの魅力']"
今日から使える撮影知識～New ポケモンスナップやりこみのススメ～【リモポケ学会#2】,https://www.youtube.com/watch?v=h2U_2HysruQ,"このプレゼンテーションでは、ポケモンスナップというゲームについて説明されています。ポケモンスナップは、ポケモンの写真を撮影するカメラアクションゲームであり、任天堂スイッチの高解像度やSNS連携機能を活用して写真を共有することができます。写真の評価システムが体系化されており、高評価の写真を集めることが難しいため、このプレゼンテーションでは評価システムと撮影技術について解説されています。ポーズやポケモンのアクションによって写真の評価が変動するため、最適なタイミングを知ることが重要です。

ポケモンの写真撮影におけるポイントの要素が説明されています。大きさ、向き、位置、他のポケモンとの関係性、風景展オブジェクトの撮影などが重要です。特殊な技術やアイテムも紹介されています。これらの要素を理解し、意識して写真を撮ることで高得点の写真を撮ることができます。

ポケモンスナップに関する様々なテクニックや要素が紹介されました。ボタン操作やカメラのコントロールを使いこなすことで、ポケモンの撮影タイミングや写真のクオリティを調整することができます。ネオン号の特徴やドリフトと呼ばれるテクニックも紹介されました。ハイスコアやRTAの記録を競う要素や、ゲーム内外での写真の評価や共有の方法も紹介されました。

ポケモンの項目の点数計算方法について説明されています。撮影対象と関係のあるポケモンと関係のないポケモンが同時に写っている場合、それぞれのポケモンに対して計算式が適用されます。関係のあるポケモンは左の計算式で、関係のないポケモンは右の計算式で計算されます。初心者が高得点を狙うためのオススメのポケモンや撮影のコツも教えられています。ポケモンスナップの楽しみ方やポケモンとの関係性についても触れられています。

ポケモンスナップについて話されています。写真のロード基準やポケモンの敵意など、ゲームの特徴や面白さについて言及されています。また、写真の活用方法やゲームの楽しさについても触れられています。",その他,"['#ポケモンスナップ', '#ポケモンスナップ撮影テクニック', '#ポケモンと人間の関係']"
私たちの居場所　令和トリプル【リモポケ学会#4】,https://www.youtube.com/watch?v=fFjNGpSzFUw,このプレゼンテーションでは、トリプルバトルというポケモンの対戦ルールについて説明されています。トリプルバトルはポケモンを3体使って戦うルールであり、他のバトルルールとは異なる特徴があります。人気も再燃しており、その人口の推移も示されています。プレゼンターは自身もトリプルバトルを楽しんでおり、負けた場合の対処法やバトルビデオの活用方法についても紹介しています。さらに、トリプルバトルを「サードプレイス」と位置付け、オープンでインフォーマルな空間として楽しむことができると述べています。トリプルバトルの魅力や長期にわたって続く理由についても言及されています。トリプルバトルでは所属と愛の欲求、承認の欲求、自己実現欲求という3つの欲求に応える土壌があるとされています。仲間集団に入りたいという気持ちや他の人とのコミュニケーションを楽しむことができます。また、自分の行動に対する他の人からの反応やコミュニケーションも楽しめます。さらに、自己実現欲求では自分の好みやテーマに基づいてパーティーを組むことや独自の戦略を考えることができます。トリプルバトルではさまざまなパーティーが存在し、個性を出すことができます。また、トリプルバトルでは真剣勝負やコンセプトパーティー、芸術的なパーティーなど様々なスタイルがあります。さらに、Twitterやトリプルボトル総合情報サイト、YouTubeなどのサービスやサイトを活用することで情報収集や対戦の参考にすることができます。プレゼンテーションでは、トリプルバトルに関する情報が紹介されています。毛玉メモチャンネルやパテックさんのチャンネルがトリプルバトルについての理解を深めるための参考になると紹介されています。また、他にもトリプルバトルの動画を投稿している方が増えており、お気に入りの投稿者を見つけることができると述べられています。プレゼンテーションの終わりには、発表に協力してくれた皆様への感謝の気持ちが述べられています。質疑応答では、トリプルバトルについての質問が受け付けられています。プレゼンテーションでは、ポケモンに関する話題が取り上げられています。トリプルバトルやトリプルレートの復活についての意見や、レーティングシステムの導入についての議論が行われました。また、プリプリのコミュニティの成長や、パティ謹啓の特性の話題もありました。参加者は、ポケモンの魅力や楽しさについて話し合い、意見を交換しました。,ポケモンというゲーム・その戦略,"['#トリプルバトル', '#バトル戦略', '#ポケモン対戦', '#ポケモン情報収集']"
星座とポケモン【リモポケ学会#4】,https://www.youtube.com/watch?v=c8eUW51U_c8,このプレゼンテーションでは、ポケモンと星座の関係について説明されています。ポケモンのゲームや作品には星座に関連するポケモンが登場し、それらのポケモンについて紹介されています。また、ポケモンの世界と現実の世界での星座の扱い方やポケモンのゲーム本編での星座の登場場面についても触れられています。さらに、ポケモンのキャラクターと星座の関連性についても言及され、ポケモンのデザインや特徴がそれぞれの星座と関連していることが紹介されています。最後には、ポケモンのゲームや作品における星座に関連するポケモンの紹介が行われ、質疑応答の時間も設けられています。,基本情報,"['#星座とポケモン', '#ポケモンデザイン', '#ポケモンと現実世界']"
増田と「伏線」【リモポケ学会#4】,https://www.youtube.com/watch?v=gLhgQY3wLr0,このプレゼンテーションでは、ポケモンの制作者である増田順一氏と桝田氏がSNSで発信している伏線について説明しています。増田氏のツイートや行動には新作ポケモンの伏線が多く見られ、開発者の行動やツイートを追うことでポケモンの世界をより深く楽しむことができます。増田氏が過去のツイートやイベント写真から伏線を見つけ、ポケモンの新作ゲームやコンテンツの発表と関連付けて考察しています。また、ポケモンの開発者が伏線を使って情報を発信しており、増田氏のツイートや行動には意味深な要素があり、それがポケモンの新作につながる可能性があるとされています。さらに、ポケモンの開発者が伏線を出し続けていることが指摘され、その意図やメッセージについて考察されました。増田部長のメディア活動や展覧会についても言及され、質疑応答の時間も設けられていました。,商品・経済,"['#増田純一（ポケモンのクリエイター）', '#新作ポケモンのヒント', '#増田の伏線']"
第1回ポケモン六物語,https://www.youtube.com/watch?v=NeB5fxD0oXs,このプレゼンテーションでは、6人のポケモンファンがポケモンのタイプについて話し合いました。ポケモンのタイプには様々な色が関連しており、デザインや特徴もタイプに関連しています。また、リージョンフォームやポケモンカードのタイプの色使いについても触れられ、興味深い情報が提供されました。さらに、悪タイプや複合タイプ、開くタイプについても考察され、ポケモンの特性や行動パターンについても言及されました。タイプはポケモンのバトルにおいて重要な要素であり、その組み合わせや変化によって戦略が生まれます。プレゼンテーションでは、ポケモンのタイプに関する設定やゲームのデザインについても説明され、初心者にもわかりやすく伝えられました。さらに、ポケモンに関するさまざまな話題やゲームについても取り上げられ、参加者はポケモンのタイプについての理解を深めることができました。,ポケモンの進化・生態,"['#ポケモンの特性', '#リージョンフォーム', '#ポケモンタイプ']"
第2回ポケモン六物語,https://www.youtube.com/watch?v=Vw5QR2XNx1Q,「ポケモン6物語」というイベントでは、ポケモンの技についてのトークが行われました。参加者はそれぞれ好きなポケモンや技について話し、技の重要性や個性化について議論しました。具体的には、ポケモンのリザードンや飛行タイプのポケモンについての話題が取り上げられ、技の威力やタイプ相性についても説明されました。また、特殊な技であるデュアルクロスやクロスフレーム、道連れについても言及されました。さらに、ポケモンの技成長やポケモンバトル文化の誕生についての考察も行われました。参加者はこのプレゼンテーションを楽しんでおり、ポケモン映画についての投票も行われました。,ポケモンというゲーム・その戦略,"['#ポケモン戦略', '#バトル戦略', '#ポケモン技', '#ポケモンバトル文化']"
第四世代補完として見るポケモンレンジャーシリーズ【リモポケ学会#1】,https://www.youtube.com/watch?v=6z4Qt-cL6o8,このプレゼンテーションでは、ポケモンレンジャーシリーズについて詳しく説明されています。ポケモンレンジャーシリーズはポケモンの世界観を楽しむための重要な要素であり、各作品の概要や特徴、リリース年などが紹介されています。また、ポケモンレンジャーシリーズのゲームプレイや連動する作品についても説明されています。さらに、最近のポケモンのゲーム開発や特徴についても触れられており、新しい要素や楽しさが追加されていることが紹介されています。プレゼンテーションの最後には、プレイのおすすめや関連情報の紹介があり、新しいゲームの魅力や楽しさを伝えるためにプレイを推奨しています。,ポケモンというゲーム・その戦略,"['#ポケモンレンジャーシリーズ', '#ゲーム戦略', '#新作ポケモンのヒント']"
超人と携帯獣を繋ぐモノ【リモポケ学会#mini2】,https://www.youtube.com/watch?v=HV4NYf2fDHE,このプレゼンテーションでは、ポケモンとスーパーロボット大戦シリーズの関係について説明されています。ポケモンの開発者たちはロボットアニメに影響を受けており、ポケモンにはロボットアニメからの要素が見られます。特にポケットモンスターソードシールドのダイマックス要素は聖戦士ダンパインからの影響が強いとされています。ポケモンをより楽しむためにはスーパーロボット大戦シリーズをプレイすることがおすすめされています。また、ポケモンに関連する事例や同人誌についても紹介されています。最後に、質疑応答の時間が設けられ、参加者からの質問に答えられます。,基本情報,"['#ポケモンの歴史', '#ポケモンデザイン', '#ポケモンと他のメディアとの関連性']"
鳥ポケモンの生態について・順位に関する案【リモポケ学会#3】,https://www.youtube.com/watch?v=yDCxqijFEuo,このプレゼンテーションでは、鳥ポケモンの生態や特徴について詳しく解説されました。プレゼンターは菖蒲鳥さんで、ポケモンの名前や外見、生息地、能力などについて説明しました。また、ポケモンの進化における生息地の変化や性格の変化についても考察され、ポケモン同士の関連性や実際の鳥との比較も行われました。プレゼンテーションの結論としては、鳥ポケモンの外見的変化と内面的変化の2つの要素があり、それぞれのポケモンに特徴があることが示されました。さらに、ポケモンに関するさまざまな質問や意見も取り上げられ、ポケモンについて深く考えるきっかけとなる内容でした。,ポケモンの進化・生態,"['#ポケモンの進化', '#ポケモンの生態学', '#鳥ポケモン']"
徹底解説！グレイシアGX（非公式）【リモポケ学会#mini1】,https://www.youtube.com/watch?v=2TMxpmr4wqs,このプレゼンテーションでは、グレイシアGXについて詳しく解説されています。グレイシアGXは1進化のポケモンで、特性凍てつく瞳を持ち、相手のポケモンの特性を無効化することができます。さらに、強力な技を持っており、エナジー進化のEVやダブル無色エネルギーを使うことで効果的に活用することができます。プレゼンテーションでは、グレイシアGXの特性を活かしたデッキ構築や対戦相手との相性についても解説されています。また、グレイシャーGXデッキの特徴や相性、他のデッキとの対戦結果も紹介されています。さらに、最新のレギュレーションではグレイシアの活躍が見られるとのことで、実績もあるデッキとして紹介されました。,ポケモンというゲーム・その戦略,"['#ポケモン戦略', '#ゲーム戦略', '#バトル戦略', '#ポケモン対戦', '#ポケモンデッキ構築']"
電気タイプジムリーダーなのに追加メンバーが水・飛行!?【リモポケ学会#4】,https://www.youtube.com/watch?v=7Uhi_U6bmJk,このプレゼンテーションでは、パーの再戦を提案しています。パーはみずひこうタイプであり、電気タイプではありませんが、過去には専門タイプ以外のポケモンを使うトレーナーも存在しました。パーはドラゴンタイプ以外を使う理由付けがされていますが、電磁の要素は見当たりません。それでも、パーは美しくはまっているポケモンであり、その理由を3つ紹介しています。,ポケモンというゲーム・その戦略,"['#ジムリーダー', '#ポケモンタイプ', '#ポケモン戦略']"
同じポケモンだらけのバトル！ 種族統一をやってみよう【リモポケ学会#4】,https://www.youtube.com/watch?v=kPjkJ9glkEY,"このプレゼンテーションでは、ポケモンの種族統一という遊び方について紹介されています。種族統一では、同じ図鑑番号のポケモンだけを使ってパーティを組むことが求められます。ルールとしては、ノーマンルールで戦い、図鑑番号を揃えることや進化形の重複を避けることが必要です。プレゼンテーションでは、種族統一の楽しみ方やパーティの組み方も紹介されています。

また、プレゼンテーションでは、ポケモンのゴリランダーについての情報も紹介されています。ゴリランダーは、ランクマや家庭で強いポケモンとして選ばれており、その理由としては、古座川土付きの子供を選ぶ際に意識していたことや、タイプの面子として山王を選んだことが挙げられます。ゴリランダーの覚える技や特性、タイプ種族値なども紹介され、技の豊富さや特性の効果がポイントとされています。さらに、ゴリランダーを使ったサイクル戦術や起点作りについても説明されています。

他にも、ポケモンのパーティー編成においての問題点や特定のポケモンの弱点や対策についても言及されています。さらに、グラスシードランダーというポケモンの活用方法や、ニックネームの重要性、技の選択の重要性、特性やタイプの組み合わせの強さなども説明されました。過去作のポケモンや特定の技の使用についても触れられ、それらのポケモンや技の強さや役割についても話されました。

プレゼンテーションはわかりやすくまとまっており、参加者からも好評でした。質疑応答では、アルセウスやレジギガスなどのポケモンについての質問がありました。最後に、プレゼンテーションの要点をまとめて感謝の意を述べる場面がありました。エンディングでは、質問や座談会での意見交換を期待して終了しました。",ポケモンというゲーム・その戦略,"['#種族統一バトル', '#ゴリランダー', '#ポケモン戦略', '#バトル戦略']"
